765.00,389.30,84.00,3220
765.0,389.3,84.0,3672.0
330.0,382.53,87.0,3818.0
312.0,374.03,91.0,3960.0
288.0,366.07,95.0,4098.0
267.0,355.03,101.0,4232.0
255.0,346.56,106.0,4362.0
237.0,337.15,112.0,4489.0
219.0,325.71,120.0,4612.0
210.0,311.74,131.0,4732.0
201.0,298.37,143.0,4851.0
174.0,285.67,156.0,4969.0
162.0,272.06,172.0,5085.0
150.0,258.17,191.0,5199.0
132.0,242.77,216.0,5312.0
123.0,227.49,246.0,5424.0
108.0,211.35,285.0,5534.0
96.0,194.65,336.0,5646.0
90.0,179.07,397.0,5756.0
90.0,177.08,406.0,5867.0
90.0,177.74,403.0,5978.0
90.0,177.74,403.0,6087.0
93.0,177.74,403.0,6198.0
87.0,177.52,404.0,6308.0
93.0,177.74,403.0,6419.0
90.0,177.74,403.0,6530.0
90.0,177.3,405.0,6639.0
87.0,176.86,407.0,6750.0
93.0,176.21,410.0,6860.0
93.0,176.64,408.0,6971.0
93.0,177.3,405.0,7081.0
93.0,177.3,405.0,7191.0
93.0,177.3,405.0,7302.0
93.0,177.52,404.0,7412.0
93.0,177.52,404.0,7523.0
90.0,177.52,404.0,7633.0
96.0,177.52,404.0,7743.0
90.0,177.52,404.0,7854.0
93.0,177.3,405.0,7964.0
87.0,177.3,405.0,8075.0
93.0,177.52,404.0,8184.0
90.0,177.3,405.0,8295.0
90.0,177.3,405.0,8406.0
93.0,177.3,405.0,8516.0
90.0,177.3,405.0,8626.0
93.0,177.08,406.0,8736.0
90.0,177.3,405.0,8847.0
90.0,177.3,405.0,8957.0
93.0,177.52,404.0,9068.0
90.0,177.52,404.0,9178.0
90.0,177.3,405.0,9288.0
90.0,177.3,405.0,9399.0
90.0,177.52,404.0,9509.0
93.0,177.3,405.0,9620.0
93.0,177.52,404.0,9730.0
90.0,177.08,406.0,9840.0
93.0,177.08,406.0,9951.0
